epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,150.088,0.92699,1.46214,1.263,0.94206,0.39088,0.44892,0.32382,1.73833,2.4349,1.51879,2.99058e-05,2.99058e-05,2.99058e-05
49,153.218,0.84197,0.93093,1.30115,0.94146,0.3921,0.4508,0.32481,1.77229,2.41483,1.55675,2.99766e-05,2.99766e-05,2.99766e-05
50,156.982,0.66385,1.07958,1.20484,0.94146,0.3921,0.4508,0.32481,1.77229,2.41483,1.55675,3.00238e-05,3.00238e-05,3.00238e-05
51,161.212,0.78056,0.85023,1.14048,0.94253,0.39197,0.44917,0.32386,1.75745,2.40486,1.53039,3.00475e-05,3.00475e-05,3.00475e-05
52,165.042,0.8056,0.86785,1.22219,0.94253,0.39197,0.44917,0.32386,1.75745,2.40486,1.53039,3.00476e-05,3.00476e-05,3.00476e-05
53,168.855,0.65059,0.71558,1.1972,0.94253,0.39197,0.44917,0.32386,1.75745,2.40486,1.53039,3.00242e-05,3.00242e-05,3.00242e-05
54,172.753,0.7723,0.84474,1.23387,0.94403,0.39256,0.42214,0.29938,1.76159,2.40602,1.52892,2.99772e-05,2.99772e-05,2.99772e-05
55,176.192,0.69121,0.89495,1.04382,0.94403,0.39256,0.42214,0.29938,1.76159,2.40602,1.52892,2.99066e-05,2.99066e-05,2.99066e-05
56,179.647,1.17353,1.64365,1.57435,0.94403,0.39256,0.42214,0.29938,1.76159,2.40602,1.52892,2.98125e-05,2.98125e-05,2.98125e-05
57,184.214,1.03626,1.43286,1.36128,0.94657,0.38998,0.42217,0.29388,1.77405,2.4467,1.5453,2.96948e-05,2.96948e-05,2.96948e-05
58,188.841,0.82798,1.3765,1.2705,0.94657,0.38998,0.42217,0.29388,1.77405,2.4467,1.5453,2.95535e-05,2.95535e-05,2.95535e-05
59,192.708,0.75556,0.73276,1.16584,0.94657,0.38998,0.42217,0.29388,1.77405,2.4467,1.5453,2.93887e-05,2.93887e-05,2.93887e-05
60,196.374,0.96007,0.80151,1.49753,0.94548,0.39027,0.42482,0.27485,1.78321,2.42899,1.54029,2.92003e-05,2.92003e-05,2.92003e-05
61,200.164,0.60321,0.69348,1.06491,0.94548,0.39027,0.42482,0.27485,1.78321,2.42899,1.54029,2.89884e-05,2.89884e-05,2.89884e-05
62,203.493,0.70558,0.87297,1.05508,0.94548,0.39027,0.42482,0.27485,1.78321,2.42899,1.54029,2.87529e-05,2.87529e-05,2.87529e-05
63,206.871,0.74947,0.81337,1.14682,0.94629,0.39073,0.42484,0.27396,1.82433,2.47307,1.59436,2.84938e-05,2.84938e-05,2.84938e-05
64,210.185,0.66131,0.6916,1.0837,0.94629,0.39073,0.42484,0.27396,1.82433,2.47307,1.59436,2.82112e-05,2.82112e-05,2.82112e-05
65,213.873,0.58705,0.8333,1.1824,0.94629,0.39073,0.42484,0.27396,1.82433,2.47307,1.59436,2.7905e-05,2.7905e-05,2.7905e-05
66,217.399,0.63763,0.90341,1.08566,0.94565,0.39047,0.42168,0.30777,1.83933,2.51122,1.60756,2.75753e-05,2.75753e-05,2.75753e-05
67,220.415,0.69296,1.03683,1.07201,0.94565,0.39047,0.42168,0.30777,1.83933,2.51122,1.60756,2.7222e-05,2.7222e-05,2.7222e-05
68,223.654,0.93948,1.7309,1.34312,0.94565,0.39047,0.42168,0.30777,1.83933,2.51122,1.60756,2.68451e-05,2.68451e-05,2.68451e-05
69,226.793,0.62435,0.98997,1.1325,0.94555,0.39162,0.42131,0.29256,1.85239,2.50977,1.60465,2.64447e-05,2.64447e-05,2.64447e-05
70,230.363,0.87992,0.87174,1.36052,0.94555,0.39162,0.42131,0.29256,1.85239,2.50977,1.60465,2.60207e-05,2.60207e-05,2.60207e-05
71,233.812,1.00179,1.29506,1.37824,0.94555,0.39162,0.42131,0.29256,1.85239,2.50977,1.60465,2.55731e-05,2.55731e-05,2.55731e-05
72,237.466,0.58387,0.60401,1.04537,0.94726,0.38994,0.42131,0.29252,1.87434,2.56126,1.62834,2.5102e-05,2.5102e-05,2.5102e-05
73,240.689,0.66777,0.87634,1.05316,0.94726,0.38994,0.42131,0.29252,1.87434,2.56126,1.62834,2.46073e-05,2.46073e-05,2.46073e-05
74,243.964,0.66015,0.69125,1.16107,0.94726,0.38994,0.42131,0.29252,1.87434,2.56126,1.62834,2.40891e-05,2.40891e-05,2.40891e-05
75,247.473,0.68908,0.56779,1.12395,0.94657,0.39008,0.42186,0.29268,1.84806,2.52688,1.5867,2.35472e-05,2.35472e-05,2.35472e-05
76,250.563,0.58091,0.84134,1.10143,0.94657,0.39008,0.42186,0.29268,1.84806,2.52688,1.5867,2.29819e-05,2.29819e-05,2.29819e-05
77,254.296,0.61623,0.58838,1.07474,0.94657,0.39008,0.42186,0.29268,1.84806,2.52688,1.5867,2.23929e-05,2.23929e-05,2.23929e-05
78,257.868,0.79063,1.09071,1.1391,0.94581,0.391,0.42141,0.29324,1.81576,2.46518,1.52913,2.17805e-05,2.17805e-05,2.17805e-05
79,261.066,0.58188,0.72232,1.09836,0.94581,0.391,0.42141,0.29324,1.81576,2.46518,1.52913,2.11444e-05,2.11444e-05,2.11444e-05
80,264.203,0.64355,0.78499,1.10605,0.94581,0.391,0.42141,0.29324,1.81576,2.46518,1.52913,2.04848e-05,2.04848e-05,2.04848e-05
81,268.074,0.50909,0.46411,0.98637,0.94019,0.389,0.423,0.29454,1.82345,2.46131,1.53654,1.98016e-05,1.98016e-05,1.98016e-05
82,271.727,0.75113,0.69519,1.15457,0.94019,0.389,0.423,0.29454,1.82345,2.46131,1.53654,1.90949e-05,1.90949e-05,1.90949e-05
83,275.234,0.80211,0.77747,1.1939,0.94019,0.389,0.423,0.29454,1.82345,2.46131,1.53654,1.83646e-05,1.83646e-05,1.83646e-05
84,278.71,0.5932,0.59684,1.02964,0.93803,0.38787,0.42131,0.29352,1.83031,2.49334,1.54354,1.76107e-05,1.76107e-05,1.76107e-05
85,282.226,0.62382,0.78822,1.14761,0.93803,0.38787,0.42131,0.29352,1.83031,2.49334,1.54354,1.68333e-05,1.68333e-05,1.68333e-05
86,285.473,0.85924,0.84144,1.13925,0.93803,0.38787,0.42131,0.29352,1.83031,2.49334,1.54354,1.60323e-05,1.60323e-05,1.60323e-05
87,289.101,0.66302,0.78288,1.01909,0.93803,0.38787,0.42131,0.29352,1.83031,2.49334,1.54354,1.52077e-05,1.52077e-05,1.52077e-05
88,292.487,0.78606,0.83963,1.38307,0.9384,0.38717,0.42039,0.29351,1.80747,2.51771,1.51556,1.43596e-05,1.43596e-05,1.43596e-05
89,295.82,1.07728,1.03752,1.51188,0.9384,0.38717,0.42039,0.29351,1.80747,2.51771,1.51556,1.34879e-05,1.34879e-05,1.34879e-05
90,298.825,0.58545,0.64994,0.97908,0.9384,0.38717,0.42039,0.29351,1.80747,2.51771,1.51556,1.25927e-05,1.25927e-05,1.25927e-05
91,302.043,0.52435,0.50904,0.92997,0.9384,0.38717,0.42039,0.29351,1.80747,2.51771,1.51556,1.16739e-05,1.16739e-05,1.16739e-05
92,304.954,0.67381,0.71648,0.95488,0.94473,0.38758,0.42075,0.29222,1.7979,2.57291,1.50104,1.07315e-05,1.07315e-05,1.07315e-05
93,308.189,0.41063,0.47623,0.9539,0.94473,0.38758,0.42075,0.29222,1.7979,2.57291,1.50104,9.76562e-06,9.76562e-06,9.76562e-06
94,311.584,0.54682,0.52862,0.88947,0.94473,0.38758,0.42075,0.29222,1.7979,2.57291,1.50104,8.77613e-06,8.77613e-06,8.77613e-06
95,315.285,0.43518,0.49886,0.93235,0.94473,0.38758,0.42075,0.29222,1.7979,2.57291,1.50104,7.76308e-06,7.76308e-06,7.76308e-06
96,319.855,0.45043,0.48234,0.97342,0.9418,0.38333,0.41875,0.29048,1.83159,2.62298,1.54553,6.72648e-06,6.72648e-06,6.72648e-06
97,323.195,0.67401,0.69645,1.02327,0.9418,0.38333,0.41875,0.29048,1.83159,2.62298,1.54553,5.6663e-06,5.6663e-06,5.6663e-06
98,326.421,0.48093,0.53645,0.91095,0.9418,0.38333,0.41875,0.29048,1.83159,2.62298,1.54553,4.58257e-06,4.58257e-06,4.58257e-06
99,330.075,0.56192,0.61049,0.95646,0.9418,0.38333,0.41875,0.29048,1.83159,2.62298,1.54553,3.47528e-06,3.47528e-06,3.47528e-06
100,333.649,0.46368,0.49074,0.96908,0.94842,0.3816,0.41899,0.29,1.80924,2.66297,1.51098,2.34442e-06,2.34442e-06,2.34442e-06
